SplitNumber,Transformer,Encoder,Model,Split,R2,MAE,MAPE,MSE,RMSE
2,MinMaxScaler,HelmertEncoder,SVR,Train,0.0473083603925889,5639.6178474527605,0.43365764790177425,51299668.44680703,7162.378686358815
2,MinMaxScaler,HelmertEncoder,SVR,Test,0.05416328826172678,5414.093554541768,0.4198866628382274,47765743.611409,6911.276554400713
2,MinMaxScaler,SumEncoder,LinearRegression,Train,0.5980752993736314,3616.7808657858686,0.2578487429071368,21642473.83467276,4652.147228396019
2,MinMaxScaler,SumEncoder,LinearRegression,Test,0.5852204955274746,3553.5992056115474,0.25614309512864997,20946798.97705669,4576.767306413632
2,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Test,0.829210192914149,1571.9911902125025,0.10136681039570576,8625063.962374695,2936.84592077533
2,MinMaxScaler,SumEncoder,RandomForestRegressor,Train,0.9884448306715988,431.5244670759894,0.02811077985038985,622212.1941134796,788.804281246926
2,MinMaxScaler,SumEncoder,RandomForestRegressor,Test,0.8959929007380328,1276.6813234890417,0.08250722229066791,5252467.339720053,2291.8262019010194
2,MinMaxScaler,SumEncoder,SVR,Train,0.0473083603925889,5639.6178474527605,0.43365764790177425,51299668.44680703,7162.378686358815
2,MinMaxScaler,SumEncoder,SVR,Test,0.05416328826172678,5414.093554541768,0.4198866628382274,47765743.611409,6911.276554400713
2,RobustScaler,OneHotEncoder,LinearRegression,Train,0.5980752993736314,3616.780865785869,0.2578487429071369,21642473.83467276,4652.147228396019
2,RobustScaler,OneHotEncoder,LinearRegression,Test,0.5852204955274749,3553.5992056115474,0.2561430951286501,20946798.977056667,4576.767306413629
2,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8292619228653242,1585.809558737303,0.10258108399242323,8622451.545713129,2936.401121392159
2,RobustScaler,OneHotEncoder,RandomForestRegressor,Train,0.9879884107630983,435.33929435661366,0.028239058579256432,646789.0760815482,804.2319790219414
2,RobustScaler,OneHotEncoder,RandomForestRegressor,Test,0.8960296352525239,1280.3319540575494,0.08262516348298869,5250612.208301393,2291.4214383874028
2,RobustScaler,OneHotEncoder,SVR,Train,0.00661386676237985,5782.243921971386,0.4451969846067071,53490948.33638462,7313.750634003364
2,RobustScaler,OneHotEncoder,SVR,Test,0.012956770153137231,5552.01299068354,0.4311165652098242,49846715.89200115,7060.220668789408
2,RobustScaler,HelmertEncoder,LinearRegression,Train,0.5980752993736314,3616.780865785869,0.2578487429071369,21642473.83467276,4652.147228396019
2,RobustScaler,HelmertEncoder,LinearRegression,Test,0.5852204955274749,3553.5992056115474,0.2561430951286501,20946798.977056667,4576.767306413629
2,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8263030733845194,1594.701501641631,0.10223799441170614,8771876.540462103,2961.7353933905206
2,RobustScaler,HelmertEncoder,RandomForestRegressor,Train,0.9880590130106115,437.4992179598389,0.028347362884659333,642987.3508029294,801.864920546428
2,RobustScaler,HelmertEncoder,RandomForestRegressor,Test,0.8937649210344849,1281.5258896072364,0.08270623955924457,5364982.645977843,2316.2432182259795
2,RobustScaler,HelmertEncoder,SVR,Train,0.00661386676237985,5782.243921971386,0.4451969846067071,53490948.33638462,7313.750634003364
2,RobustScaler,HelmertEncoder,SVR,Test,0.012956770153137231,5552.01299068354,0.4311165652098242,49846715.89200115,7060.220668789408
2,RobustScaler,SumEncoder,LinearRegression,Train,0.5980752993736314,3616.780865785869,0.2578487429071369,21642473.83467276,4652.147228396019
2,RobustScaler,SumEncoder,LinearRegression,Test,0.5852204955274749,3553.5992056115474,0.2561430951286501,20946798.977056667,4576.767306413629
2,RobustScaler,SumEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,RobustScaler,SumEncoder,DecisionTreeRegressor,Test,0.8148972700345369,1620.5516419822,0.10352165950124266,9347881.544006694,3057.4305460642427
2,RobustScaler,SumEncoder,RandomForestRegressor,Train,0.988292697001954,431.14684189671704,0.028005678782095117,630404.1488739812,793.9799423625141
2,RobustScaler,SumEncoder,RandomForestRegressor,Test,0.8950765565036163,1281.0051199159489,0.08251988493941988,5298743.682367499,2301.9000157190794
2,RobustScaler,SumEncoder,SVR,Train,0.00661386676237985,5782.243921971386,0.4451969846067071,53490948.33638462,7313.750634003364
2,RobustScaler,SumEncoder,SVR,Test,0.012956770153137231,5552.01299068354,0.4311165652098242,49846715.89200115,7060.220668789408
3,StandardScaler,OneHotEncoder,LinearRegression,Train,0.592318395103484,3595.2382166174116,0.2585510003510766,21570070.11305382,4644.358956094352
3,StandardScaler,OneHotEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.25634103681006176,21239200.972043715,4608.600760756318
3,StandardScaler,OneHotEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,StandardScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8753216958787906,1487.0863217451752,0.09523963821070619,6750600.752069977,2598.191823570765
3,StandardScaler,OneHotEncoder,RandomForestRegressor,Train,0.9876785311548935,446.9838656263364,0.02930947427765965,651917.9273546578,807.4143467604832
3,StandardScaler,OneHotEncoder,RandomForestRegressor,Test,0.9331022969614006,1134.1445047205084,0.07517856269942408,3622119.2422146527,1903.1866020479056
3,StandardScaler,OneHotEncoder,SVR,Train,0.02016278517195158,5640.574799526804,0.4335635230898618,51842313.14185793,7200.160633059371
3,StandardScaler,OneHotEncoder,SVR,Test,-0.0020987794228668477,5826.909813943493,0.428681313763579,54257786.24197404,7365.988476910213
3,StandardScaler,HelmertEncoder,LinearRegression,Train,0.592318395103484,3595.2382166174116,0.2585510003510766,21570070.11305382,4644.358956094352
3,StandardScaler,HelmertEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.25634103681006176,21239200.972043715,4608.600760756318
3,StandardScaler,HelmertEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,StandardScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8759567995865917,1480.3332325029176,0.09778929779988242,6716213.60189382,2591.5658590693424
3,StandardScaler,HelmertEncoder,RandomForestRegressor,Train,0.9875626944847701,444.41291581760845,0.02905163977944886,658046.7422587733,811.2008026738961
3,StandardScaler,HelmertEncoder,RandomForestRegressor,Test,0.9303444521459974,1135.1821354436142,0.0751543014898277,3771440.4045145055,1942.0196715055451
3,StandardScaler,HelmertEncoder,SVR,Train,0.02016278517195158,5640.574799526804,0.4335635230898618,51842313.14185793,7200.160633059371
3,StandardScaler,HelmertEncoder,SVR,Test,-0.0020987794228668477,5826.909813943493,0.428681313763579,54257786.24197404,7365.988476910213
3,StandardScaler,SumEncoder,LinearRegression,Train,0.592318395103484,3595.2382166174116,0.2585510003510766,21570070.11305382,4644.358956094352
3,StandardScaler,SumEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.25634103681006176,21239200.972043715,4608.600760756318
3,StandardScaler,SumEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,StandardScaler,SumEncoder,DecisionTreeRegressor,Test,0.8691955059764853,1487.470748183935,0.09679784139886395,7082298.094709644,2661.258742533248
3,StandardScaler,SumEncoder,RandomForestRegressor,Train,0.9875632006869411,451.25259024364465,0.0295171909900564,658019.9595533715,811.1842944444693
3,StandardScaler,SumEncoder,RandomForestRegressor,Test,0.9315716023508053,1141.1663721064654,0.07550527999110472,3704997.4002254372,1924.8369801688239
3,StandardScaler,SumEncoder,SVR,Train,0.02016278517195158,5640.574799526804,0.4335635230898618,51842313.14185793,7200.160633059371
3,StandardScaler,SumEncoder,SVR,Test,-0.0020987794228668477,5826.909813943493,0.428681313763579,54257786.24197404,7365.988476910213
3,MinMaxScaler,OneHotEncoder,LinearRegression,Train,0.592318395103484,3595.238216617411,0.25855100035107653,21570070.11305382,4644.358956094352
3,MinMaxScaler,OneHotEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.2563410368100617,21239200.972043715,4608.600760756318
3,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8809102919374145,1447.6106725334735,0.09342683304475238,6448010.970934634,2539.2933999312945
3,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Train,0.9876952000983155,444.40037320332976,0.028944456716170838,651035.9884248541,806.8680117744501
3,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Test,0.9334941422695361,1127.343291988042,0.07497977156779426,3600903.1112250695,1897.604571881368
3,MinMaxScaler,OneHotEncoder,SVR,Train,0.041889454267675874,5564.780683865739,0.42703087946268503,50692774.45752889,7119.885845821468
3,MinMaxScaler,OneHotEncoder,SVR,Test,0.020564969613101725,5747.322214632411,0.42223797681925146,53030676.82333616,7282.216477373916
3,MinMaxScaler,HelmertEncoder,LinearRegression,Train,0.592318395103484,3595.238216617411,0.25855100035107653,21570070.11305382,4644.358956094352
3,MinMaxScaler,HelmertEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.2563410368100617,21239200.972043715,4608.600760756318
3,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8676277765677203,1496.5013453088777,0.09667484443185403,7167181.47037349,2677.159216478073
3,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Train,0.987972896241612,445.51694777529366,0.029181615249413557,636343.3331539561,797.7113094058252
3,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Test,0.9321465992462121,1136.7850972432673,0.07516581062542987,3673864.682292433,1916.7328145290446
3,MinMaxScaler,HelmertEncoder,SVR,Train,0.041889454267675874,5564.780683865739,0.42703087946268503,50692774.45752889,7119.885845821468
3,MinMaxScaler,HelmertEncoder,SVR,Test,0.020564969613101725,5747.322214632411,0.42223797681925146,53030676.82333616,7282.216477373916
3,MinMaxScaler,SumEncoder,LinearRegression,Train,0.592318395103484,3595.238216617411,0.25855100035107653,21570070.11305382,4644.358956094352
3,MinMaxScaler,SumEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.2563410368100617,21239200.972043715,4608.600760756318
3,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Test,0.8844105810729417,1446.1532212581149,0.09414927183760484,6258490.792285272,2501.697582100057
3,MinMaxScaler,SumEncoder,RandomForestRegressor,Train,0.9872297195697995,448.4198504783591,0.029356436064216358,675664.1480370509,821.9879245080494
3,MinMaxScaler,SumEncoder,RandomForestRegressor,Test,0.9319467806960785,1135.114010809395,0.0755010712772435,3684683.6877666945,1919.5529916537064
3,MinMaxScaler,SumEncoder,SVR,Train,0.041889454267675874,5564.780683865739,0.42703087946268503,50692774.45752889,7119.885845821468
3,MinMaxScaler,SumEncoder,SVR,Test,0.020564969613101725,5747.322214632411,0.42223797681925146,53030676.82333616,7282.216477373916
3,RobustScaler,OneHotEncoder,LinearRegression,Train,0.592318395103484,3595.238216617411,0.2585510003510766,21570070.11305382,4644.358956094352
3,RobustScaler,OneHotEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.25634103681006176,21239200.972043715,4608.600760756318
3,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8809061094813845,1453.2512803858153,0.09337406663059794,6448237.426459686,2539.33798980358
3,RobustScaler,OneHotEncoder,RandomForestRegressor,Train,0.987745249798484,447.4000583370424,0.029268246714231554,648387.9034271326,805.2253743065556
3,RobustScaler,OneHotEncoder,RandomForestRegressor,Test,0.9327503525639202,1139.8571413064747,0.0756169995004356,3641174.972327955,1908.186304407396
3,RobustScaler,OneHotEncoder,SVR,Train,0.0031129517430944498,5701.8425100800805,0.4388023871597446,52744404.622217186,7262.534311259203
3,RobustScaler,OneHotEncoder,SVR,Test,-0.019867837021698254,5891.605152461431,0.43397271803174886,55219876.755120836,7431.007788659681
3,RobustScaler,HelmertEncoder,LinearRegression,Train,0.592318395103484,3595.238216617411,0.2585510003510766,21570070.11305382,4644.358956094352
3,RobustScaler,HelmertEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.25634103681006176,21239200.972043715,4608.600760756318
3,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8674515317213923,1500.2354375081488,0.09619785918821178,7176724.097701921,2678.9408537147515
3,RobustScaler,HelmertEncoder,RandomForestRegressor,Train,0.9873154353306615,449.21500303431975,0.029328619108034845,671129.0035777993,819.2246356023477
3,RobustScaler,HelmertEncoder,RandomForestRegressor,Test,0.9311505162280417,1146.908444789308,0.07609992618576611,3727796.750257106,1930.7503075895406
3,RobustScaler,HelmertEncoder,SVR,Train,0.0031129517430944498,5701.8425100800805,0.4388023871597446,52744404.622217186,7262.534311259203
3,RobustScaler,HelmertEncoder,SVR,Test,-0.019867837021698254,5891.605152461431,0.43397271803174886,55219876.755120836,7431.007788659681
3,RobustScaler,SumEncoder,LinearRegression,Train,0.592318395103484,3595.238216617411,0.2585510003510766,21570070.11305382,4644.358956094352
3,RobustScaler,SumEncoder,LinearRegression,Test,0.6077286073729127,3639.6808335235446,0.25634103681006176,21239200.972043715,4608.600760756318
3,RobustScaler,SumEncoder,DecisionTreeRegressor,Train,0.9999814741727793,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
3,RobustScaler,SumEncoder,DecisionTreeRegressor,Test,0.8776281195702821,1466.161190636625,0.09535027637774517,6625721.402642527,2574.0476690695778
3,RobustScaler,SumEncoder,RandomForestRegressor,Train,0.9872915431400731,449.76623745092695,0.029318199446622565,672393.1180729284,819.9958036922679
3,RobustScaler,SumEncoder,RandomForestRegressor,Test,0.931401119701153,1142.4638399676294,0.0761072846799892,3714228.038314951,1927.233259964904
3,RobustScaler,SumEncoder,SVR,Train,0.0031129517430944498,5701.8425100800805,0.4388023871597446,52744404.622217186,7262.534311259203
3,RobustScaler,SumEncoder,SVR,Test,-0.019867837021698254,5891.605152461431,0.43397271803174886,55219876.755120836,7431.007788659681
4,StandardScaler,OneHotEncoder,LinearRegression,Train,0.5994942526877411,3571.3990093127377,0.2556155001795344,20891572.18291084,4570.729939835742
4,StandardScaler,OneHotEncoder,LinearRegression,Test,0.5819706544135019,3687.0359745554124,0.25838737122548017,23941101.407429866,4892.964480499512
4,StandardScaler,OneHotEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,StandardScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8334935066590933,1581.041408711003,0.10082021056859158,9536050.24182529,3088.0495853896664
4,StandardScaler,OneHotEncoder,RandomForestRegressor,Train,0.9886576331134573,435.7029607643814,0.028825932983550663,591651.6257893161,769.1889402411582
4,StandardScaler,OneHotEncoder,RandomForestRegressor,Test,0.9057027418834092,1216.9245910457282,0.07840105961042634,5400530.471956438,2323.90414431328
4,StandardScaler,OneHotEncoder,SVR,Train,0.021777217164949403,5646.929352764512,0.4342135555267558,51027012.76002597,7143.319449669458
4,StandardScaler,OneHotEncoder,SVR,Test,0.02418913922662469,5789.394244004012,0.4418047161224105,55885997.04518297,7475.69375009323
4,StandardScaler,HelmertEncoder,LinearRegression,Train,0.5994942526877411,3571.3990093127377,0.2556155001795344,20891572.18291084,4570.729939835742
4,StandardScaler,HelmertEncoder,LinearRegression,Test,0.5819706544135019,3687.0359745554124,0.25838737122548017,23941101.407429866,4892.964480499512
4,StandardScaler,HelmertEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,StandardScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8274267181256014,1601.1495544749303,0.10053408953846088,9883503.35972538,3143.803963310273
4,StandardScaler,HelmertEncoder,RandomForestRegressor,Train,0.9889491042721024,431.67374389753286,0.02863461390289264,576447.6223738018,759.2414783017335
4,StandardScaler,HelmertEncoder,RandomForestRegressor,Test,0.9046318122997903,1215.3681959208714,0.07819909267908211,5461864.045860596,2337.0631240641737
4,StandardScaler,HelmertEncoder,SVR,Train,0.021777217164949403,5646.929352764512,0.4342135555267558,51027012.76002597,7143.319449669458
4,StandardScaler,HelmertEncoder,SVR,Test,0.02418913922662469,5789.394244004012,0.4418047161224105,55885997.04518297,7475.69375009323
4,StandardScaler,SumEncoder,LinearRegression,Train,0.5994942526877411,3571.3990093127377,0.2556155001795344,20891572.18291084,4570.729939835742
4,StandardScaler,SumEncoder,LinearRegression,Test,0.5819706544135019,3687.0359745554124,0.25838737122548017,23941101.407429866,4892.964480499512
4,StandardScaler,SumEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,StandardScaler,SumEncoder,DecisionTreeRegressor,Test,0.8447894603039474,1568.9062879206183,0.10093531778575955,8889115.823080948,2981.4620277778063
4,StandardScaler,SumEncoder,RandomForestRegressor,Train,0.9890831520805707,433.3098583292987,0.028663888186187647,569455.2895911363,754.6226140205025
4,StandardScaler,SumEncoder,RandomForestRegressor,Test,0.9042588625791436,1224.745871782531,0.07876942683134565,5483223.376673476,2341.6283600677275
4,StandardScaler,SumEncoder,SVR,Train,0.021777217164949403,5646.929352764512,0.4342135555267558,51027012.76002597,7143.319449669458
4,StandardScaler,SumEncoder,SVR,Test,0.02418913922662469,5789.394244004012,0.4418047161224105,55885997.04518297,7475.69375009323
4,MinMaxScaler,OneHotEncoder,LinearRegression,Train,0.5994942526877411,3571.399009312738,0.2556155001795344,20891572.18291084,4570.729939835742
4,MinMaxScaler,OneHotEncoder,LinearRegression,Test,0.5819706544135018,3687.0359745554124,0.25838737122548017,23941101.40742987,4892.964480499513
4,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8464503501059648,1548.6218799036292,0.09877482626599593,8793994.436038429,2965.4669844795826
4,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Train,0.9889666903808565,436.7750069100848,0.029049100380102683,575530.2785830596,758.6371191703314
4,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Test,0.9062115173762622,1204.5843457936317,0.07751825034147687,5371392.216959245,2317.626418765381
4,MinMaxScaler,OneHotEncoder,SVR,Train,0.04320442741618247,5570.927176507411,0.4273763386586459,49909305.67930079,7064.651844167609
4,MinMaxScaler,OneHotEncoder,SVR,Test,0.04380247224050826,5714.233708176821,0.4349409806054542,54762715.15222334,7400.1834539572965
4,MinMaxScaler,HelmertEncoder,LinearRegression,Train,0.5994942526877411,3571.399009312738,0.2556155001795344,20891572.18291084,4570.729939835742
4,MinMaxScaler,HelmertEncoder,LinearRegression,Test,0.5819706544135018,3687.0359745554124,0.25838737122548017,23941101.40742987,4892.964480499513
4,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8455438931764704,1531.706799151836,0.09776324949356759,8845908.440401077,2974.2071952708807
4,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Train,0.9888037243482007,433.2937021941447,0.028574156864402057,584031.072035936,764.2192565199703
4,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Test,0.9077474875994785,1211.6598815965353,0.07814677842176737,5283425.141774069,2298.5702385992186
4,MinMaxScaler,HelmertEncoder,SVR,Train,0.04320442741618247,5570.927176507411,0.4273763386586459,49909305.67930079,7064.651844167609
4,MinMaxScaler,HelmertEncoder,SVR,Test,0.04380247224050826,5714.233708176821,0.4349409806054542,54762715.15222334,7400.1834539572965
4,MinMaxScaler,SumEncoder,LinearRegression,Train,0.5994942526877411,3571.399009312738,0.2556155001795344,20891572.18291084,4570.729939835742
4,MinMaxScaler,SumEncoder,LinearRegression,Test,0.5819706544135018,3687.0359745554124,0.25838737122548017,23941101.40742987,4892.964480499513
4,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Test,0.8416102514273831,1551.1132732451606,0.09918622430378687,9071193.380345348,3011.842190478337
4,MinMaxScaler,SumEncoder,RandomForestRegressor,Train,0.9889715362730388,432.86711588273846,0.02867215099446729,575277.5024194298,758.4705020100846
4,MinMaxScaler,SumEncoder,RandomForestRegressor,Test,0.9080102396438454,1205.2205590514156,0.07790267632218996,5268376.979711739,2295.2945300574693
4,MinMaxScaler,SumEncoder,SVR,Train,0.04320442741618247,5570.927176507411,0.4273763386586459,49909305.67930079,7064.651844167609
4,MinMaxScaler,SumEncoder,SVR,Test,0.04380247224050826,5714.233708176821,0.4349409806054542,54762715.15222334,7400.1834539572965
4,RobustScaler,OneHotEncoder,LinearRegression,Train,0.5994942526877411,3571.399009312738,0.2556155001795343,20891572.18291084,4570.729939835742
4,RobustScaler,OneHotEncoder,LinearRegression,Test,0.5819706544135018,3687.0359745554124,0.25838737122548006,23941101.40742987,4892.964480499513
4,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8292493186397817,1593.3123228914346,0.1008304817168982,9779120.583262632,3127.158547829424
4,RobustScaler,OneHotEncoder,RandomForestRegressor,Train,0.9888221414775199,433.355618250159,0.02868401352291585,583070.3797383669,763.5904528858168
4,RobustScaler,OneHotEncoder,RandomForestRegressor,Test,0.9055487750128515,1213.3644693971212,0.07809549026015816,5409348.361179578,2325.8005849985457
4,RobustScaler,OneHotEncoder,SVR,Train,0.0037605981748484174,5708.859536923409,0.43914064867835484,51966813.246410094,7208.801096327328
4,RobustScaler,OneHotEncoder,SVR,Test,0.006824089248390619,5854.77783284048,0.4470372014464625,56880516.7526229,7541.91731276755
4,RobustScaler,HelmertEncoder,LinearRegression,Train,0.5994942526877411,3571.399009312738,0.2556155001795343,20891572.18291084,4570.729939835742
4,RobustScaler,HelmertEncoder,LinearRegression,Test,0.5819706544135018,3687.0359745554124,0.25838737122548006,23941101.40742987,4892.964480499513
4,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8295223462100533,1595.8267033805066,0.10166293985894069,9763483.928047134,3124.657409708644
4,RobustScaler,HelmertEncoder,RandomForestRegressor,Train,0.9887740695584436,434.6440859409699,0.028655411350059876,585577.9541591963,765.2306542208019
4,RobustScaler,HelmertEncoder,RandomForestRegressor,Test,0.9049802255678914,1212.8247863982174,0.07827554252794096,5441909.9506006045,2332.7901642883794
4,RobustScaler,HelmertEncoder,SVR,Train,0.0037605981748484174,5708.859536923409,0.43914064867835484,51966813.246410094,7208.801096327328
4,RobustScaler,HelmertEncoder,SVR,Test,0.006824089248390619,5854.77783284048,0.4470372014464625,56880516.7526229,7541.91731276755
4,RobustScaler,SumEncoder,LinearRegression,Train,0.5994942526877411,3571.399009312738,0.2556155001795343,20891572.18291084,4570.729939835742
4,RobustScaler,SumEncoder,LinearRegression,Test,0.5819706544135018,3687.0359745554124,0.25838737122548006,23941101.40742987,4892.964480499513
4,RobustScaler,SumEncoder,DecisionTreeRegressor,Train,0.9999812091823113,0.8597630839240288,0.00010424572357330453,980.1849954828107,31.307906277533327
4,RobustScaler,SumEncoder,DecisionTreeRegressor,Test,0.8358562856333287,1567.8327945525155,0.10028716541047028,9400730.720306657,3066.06110837776
4,RobustScaler,SumEncoder,RandomForestRegressor,Train,0.9890886174574393,429.6938939352298,0.028289680497484336,569170.1992619158,754.4336944105265
4,RobustScaler,SumEncoder,RandomForestRegressor,Test,0.9033146453938609,1220.3082218623565,0.07833639708595455,5537299.961540448,2353.1468210760772
4,RobustScaler,SumEncoder,SVR,Train,0.0037605981748484174,5708.859536923409,0.43914064867835484,51966813.246410094,7208.801096327328
4,RobustScaler,SumEncoder,SVR,Test,0.006824089248390619,5854.77783284048,0.4470372014464625,56880516.7526229,7541.91731276755
